img_idx,img_name,face_detected,confidence,bbox_x,bbox_y,bbox_w,bbox_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,ipd_before,tilt_before,ipd_after,tilt_after,is_duplicate,error
10,10.jpg,True,1.0,0,0,112,112,39.00224685668945,50.713417053222656,72.57461547851562,51.439510345458984,61.0798454284668,67.74799346923828,41.23692321777344,91.35307312011719,71.81563568115234,91.52621459960938,33.58022,1.238983,34.190266,1.1666734,False,
11,11.jpg,True,1.0,0,0,112,112,39.29742431640625,48.64127731323242,72.45478820800781,51.036258697509766,52.96718978881836,75.74105072021484,40.7152099609375,87.1518783569336,72.22625732421875,88.26542663574219,33.243748,4.131342,33.92579,2.4397228,False,
12,12.jpg,True,1.0,0,0,112,112,44.21103286743164,49.67597198486328,74.8145980834961,49.88758087158203,49.68408966064453,67.99850463867188,45.62726593017578,90.09654235839844,72.4022445678711,90.61830139160156,30.604298,0.39616635,30.23791,-0.10131791,False,
13,13.jpg,True,1.0,0,0,112,112,36.64023208618164,49.4495735168457,72.85354614257812,50.039432525634766,58.20751190185547,72.54017639160156,39.459877014160156,89.92416381835938,74.2006607055664,87.80059814453125,36.218117,0.9331773,35.0345,2.4973888,False,
14,14.jpg,True,1.0,0,0,112,112,36.17799758911133,48.71889877319336,70.33875274658203,48.750732421875,60.809085845947266,71.51798248291016,40.17323684692383,91.66876983642578,68.94526672363281,91.61231994628906,34.16077,0.053392645,33.4249,0.933944,False,
15,15.jpg,True,1.0,0,0,112,112,39.80759048461914,50.198524475097656,74.003662109375,50.036251068115234,54.66586685180664,72.42142486572266,41.23885726928711,88.58963775634766,74.74467468261719,88.33731079101562,34.196457,-0.2718883,35.17932,-0.66813314,False,
16,16.jpg,True,1.0,0,0,112,112,39.03562927246094,51.37950897216797,72.79472351074219,51.7054328918457,54.293521881103516,72.92594909667969,38.18263244628906,86.70903778076172,75.40120697021484,87.04185485839844,33.760666,0.5531394,34.13878,0.8604476,False,
17,17.jpg,True,1.0,0,0,112,112,39.23997497558594,48.65583801269531,72.5256576538086,49.58906936645508,55.0114631652832,68.77368927001953,42.598819732666016,90.38507843017578,72.77804565429688,89.40339660644531,33.298763,1.6059821,33.70859,2.822116,False,
18,18.jpg,True,1.0,0,0,112,112,38.11885452270508,50.81308364868164,72.31539916992188,51.54204559326172,61.12474060058594,72.38923645019531,36.217529296875,88.16809844970703,72.59549713134766,88.0051040649414,34.204315,1.2211794,34.349957,-0.94575745,False,
19,19.jpg,True,1.0,0,0,112,112,39.976158142089844,52.19489288330078,73.1540298461914,53.321285247802734,54.606266021728516,74.79637908935547,39.86286163330078,85.77136993408203,78.06806945800781,87.0284194946289,33.196987,1.944451,33.8291,3.5211906,False,
20,20.jpg,True,1.0,0,0,112,112,38.34480667114258,48.48272705078125,71.79175567626953,49.457698822021484,61.1961555480957,69.23112487792969,40.39113235473633,91.24205017089844,70.01904296875,91.1421890258789,33.461155,1.6696875,32.905704,1.0716608,False,
21,21.jpg,True,1.0,0,0,112,112,36.91899108886719,47.86305618286133,67.14774322509766,51.48044204711914,65.38330078125,65.57980346679688,43.61500930786133,91.0175552368164,67.8650131225586,92.03321075439453,30.444424,6.823967,29.530752,7.412325,False,
22,22.jpg,True,1.0,0,0,112,112,41.84760665893555,48.966697692871094,74.08698272705078,51.63577651977539,47.295989990234375,73.45167541503906,40.232913970947266,86.51285552978516,74.59666442871094,88.56412506103516,32.349674,4.7326903,32.60941,2.3437562,False,
23,23.jpg,True,1.0,0,0,112,112,38.511573791503906,49.696083068847656,73.31006622314453,50.7660026550293,54.890377044677734,71.482177734375,39.78898620605469,89.44673156738281,74.66375732421875,88.73529052734375,34.814938,1.7610697,34.725685,2.473351,False,
24,24.jpg,True,1.0,0,0,112,112,42.46187210083008,48.253822326660156,72.43236541748047,48.53377151489258,49.17844772338867,69.1423110961914,44.83613204956055,86.92091369628906,67.8381118774414,87.48930358886719,29.9718,0.53517437,31.282026,-0.8178716,False,
25,25.jpg,True,1.0,0,0,112,112,36.64023208618164,49.4495735168457,72.85354614257812,50.039432525634766,58.20751190185547,72.54017639160156,39.459877014160156,89.92416381835938,74.2006607055664,87.80059814453125,36.218117,0.9331773,35.0345,2.4973888,True,
26,26.jpg,True,1.0,0,0,112,112,39.00425720214844,52.20533752441406,73.52725982666016,52.35309600830078,53.450313568115234,76.01370239257812,39.08437728881836,85.50929260253906,72.6767578125,86.20589447021484,34.52332,0.24522448,36.882885,-0.7780178,False,
27,27.jpg,True,1.0,0,0,112,112,37.963111877441406,49.08359146118164,73.4197769165039,50.18840789794922,55.380123138427734,72.84171295166016,38.11368942260742,89.04068756103516,73.2718734741211,89.01778411865234,35.473873,1.7847375,34.69628,1.3441651,False,
28,28.jpg,True,1.0,0,0,112,112,40.58621597290039,51.37045669555664,75.95052337646484,50.85458755493164,53.510406494140625,69.7142562866211,39.175621032714844,89.67684936523438,75.14795684814453,88.75518798828125,35.36807,-0.8357304,35.10378,-1.1530421,False,
29,29.jpg,True,1.0,0,0,112,112,39.97700500488281,49.93632125854492,73.98226165771484,50.49399948120117,51.11659622192383,74.21476745605469,42.81534957885742,87.57196044921875,70.07441711425781,87.73049926757812,34.00983,0.9395531,35.55574,-0.24940245,False,
30,30.jpg,True,1.0,0,0,112,112,37.93785858154297,49.702152252197266,73.93412017822266,49.75962448120117,59.827720642089844,71.96791076660156,41.42328643798828,89.23562622070312,71.59041595458984,88.69188690185547,35.996307,0.09147932,36.28614,-0.5657694,False,
31,31.jpg,True,1.0,0,0,112,112,38.874725341796875,53.23060607910156,71.20744323730469,51.259742736816406,53.1677131652832,72.18331146240234,42.51173782348633,88.3997573852539,70.5213623046875,86.90736389160156,32.39273,-3.488188,36.093163,-1.3879478,False,
32,32.jpg,True,1.0,0,0,112,112,38.28080368041992,49.28864288330078,73.93849182128906,50.81187057495117,50.94972610473633,71.2337646484375,39.44624710083008,88.39125061035156,70.51119995117188,89.22052764892578,35.69021,2.446078,36.24337,6.030511e-05,False,
33,33.jpg,True,1.0,0,0,112,112,39.095340728759766,50.57492446899414,73.5269546508789,51.085262298583984,49.63737106323242,71.3426284790039,38.879058837890625,86.534423828125,72.82097625732422,85.92987823486328,34.435394,0.8491633,35.195316,0.07696165,False,
34,34.jpg,True,1.0,0,0,112,112,39.496864318847656,50.037166595458984,71.95954132080078,54.142208099365234,47.23871994018555,73.69210052490234,41.911827087402344,86.29341125488281,68.78938293457031,89.07892608642578,32.7212,7.2070384,35.342014,3.4557545,False,
35,35.jpg,True,1.0,0,0,112,112,39.103485107421875,51.933231353759766,72.50786590576172,52.652748107910156,51.585044860839844,72.94966125488281,40.54194259643555,86.54122161865234,70.65692901611328,86.81219482421875,33.41213,1.2339369,35.881233,0.33895046,False,
36,36.jpg,True,1.0,0,0,112,112,39.51419448852539,49.38393020629883,74.39832305908203,51.80710983276367,50.937782287597656,74.8520736694336,40.12955856323242,87.04328155517578,71.31222534179688,88.13684844970703,34.96819,3.973592,35.526043,1.2073382,False,
37,37.jpg,True,1.0,0,0,112,112,37.147491455078125,51.15640640258789,72.36954498291016,51.703857421875,51.91163635253906,75.73528289794922,41.14473342895508,86.81262969970703,71.40811157226562,87.33186340332031,35.226307,0.8904678,36.771545,2.1815188,False,
38,38.jpg,True,1.0,0,0,112,112,38.0919075012207,52.857078552246094,74.45841217041016,54.28868103027344,51.40192413330078,78.48185729980469,41.10544967651367,86.95886993408203,74.06775665283203,86.58637237548828,36.394672,2.2543395,37.443264,2.3973205,False,
39,39.jpg,True,1.0,0,0,112,112,37.502655029296875,52.61784744262695,72.70206451416016,50.134727478027344,63.23118591308594,75.14163208007812,39.28518295288086,87.59567260742188,70.02462005615234,86.58412170410156,35.286884,-4.035209,36.146137,-3.6160488,False,
40,40.jpg,True,1.0,0,0,112,112,39.914642333984375,50.274635314941406,71.50868225097656,55.5207405090332,46.499969482421875,74.82133483886719,45.001190185546875,87.16931915283203,70.11820220947266,88.66740417480469,32.02663,9.427791,34.97749,8.169606,False,
41,41.jpg,True,1.0,0,0,112,112,39.103485107421875,51.933231353759766,72.50786590576172,52.652748107910156,51.585044860839844,72.94966125488281,40.54194259643555,86.54122161865234,70.65692901611328,86.81219482421875,33.41213,1.2339369,35.881233,0.33895046,True,
42,42.jpg,True,1.0,0,0,112,112,38.04813003540039,53.455440521240234,73.50729370117188,53.42412567138672,57.62395095825195,74.39952850341797,39.172855377197266,86.60044860839844,72.23970794677734,86.62738037109375,35.45918,-0.05059928,37.507984,-0.4331506,False,
43,43.jpg,True,1.0,0,0,112,112,37.083744049072266,51.8875732421875,73.94407653808594,52.26750183105469,54.87474822998047,73.2148208618164,38.28019714355469,88.29829406738281,73.6586685180664,87.68721771240234,36.86229,0.5905408,36.997234,0.43104854,False,
44,44.jpg,True,1.0,0,0,112,112,35.530948638916016,48.09066390991211,70.77471160888672,47.647151947021484,62.27986145019531,69.50489044189453,39.435646057128906,89.9111328125,68.33760833740234,89.01493835449219,35.24655,-0.7209792,33.64157,0.9562781,False,
45,45.jpg,True,1.0,0,0,112,112,39.51419448852539,49.38393020629883,74.39832305908203,51.80710983276367,50.937782287597656,74.8520736694336,40.12955856323242,87.04328155517578,71.31222534179688,88.13684844970703,34.96819,3.973592,35.526043,1.2073382,True,
46,46.jpg,True,1.0,0,0,112,112,37.79539108276367,51.967411041259766,74.75849151611328,53.06828689575195,55.111244201660156,74.90193176269531,38.14940643310547,85.7554931640625,75.35891723632812,85.97913360595703,36.97949,1.7059418,37.743523,0.69621307,False,
47,47.jpg,True,1.0,0,0,112,112,37.083744049072266,51.8875732421875,73.94407653808594,52.26750183105469,54.87474822998047,73.2148208618164,38.28019714355469,88.29829406738281,73.6586685180664,87.68721771240234,36.86229,0.5905408,36.997234,0.43104854,True,
48,48.jpg,True,1.0,0,0,112,112,37.01576232910156,49.490474700927734,72.89848327636719,50.55353927612305,61.55527114868164,73.52430725097656,41.13815689086914,88.4009780883789,68.90335083007812,88.3901138305664,35.898464,1.6969533,36.66239,0.76184773,False,
49,49.jpg,True,1.0,0,0,112,112,36.79719924926758,53.78684997558594,72.66045379638672,53.7100944519043,58.714569091796875,77.02670288085938,38.13857650756836,85.32096099853516,74.12967681884766,85.39456939697266,35.863335,-0.122625805,37.63297,0.844083,False,
50,50.jpg,True,1.0,0,0,112,112,39.103485107421875,51.933231353759766,72.50786590576172,52.652748107910156,51.585044860839844,72.94966125488281,40.54194259643555,86.54122161865234,70.65692901611328,86.81219482421875,33.41213,1.2339369,35.881233,0.33895046,True,
51,51.jpg,True,1.0,0,0,112,112,36.02668762207031,54.44710159301758,71.71234893798828,52.215354919433594,62.00690841674805,74.00566101074219,37.5681037902832,88.69638061523438,71.11944580078125,86.96160888671875,35.75538,-3.5785618,36.3531,-1.9911602,False,
52,52.jpg,True,1.0,0,0,112,112,39.103485107421875,51.933231353759766,72.50786590576172,52.652748107910156,51.585044860839844,72.94966125488281,40.54194259643555,86.54122161865234,70.65692901611328,86.81219482421875,33.41213,1.2339369,35.881233,0.33895046,True,
53,53.jpg,True,1.0,0,0,112,112,38.9462776184082,48.892433166503906,73.86483001708984,50.81552505493164,51.966468811035156,74.5402603149414,43.3117561340332,88.63239288330078,69.43170166015625,88.84385681152344,34.971466,3.1523027,36.03819,2.1881945,False,
54,54.jpg,True,1.0,0,0,112,112,37.635311126708984,50.77542495727539,74.38397979736328,50.15839767456055,54.446754455566406,70.88514709472656,38.01692581176758,87.45856475830078,76.20172882080078,87.10266876220703,36.75385,-0.9619324,35.507236,0.14570166,False,
55,55.jpg,True,1.0,0,0,112,112,35.78897476196289,50.84821319580078,74.0202407836914,50.16169357299805,58.70096969604492,72.41768646240234,39.83525848388672,89.43340301513672,73.10962677001953,89.08915710449219,38.23743,-1.0287509,37.500168,0.44699046,False,
56,56.jpg,True,1.0,0,0,112,112,38.240882873535156,48.96753692626953,75.33236694335938,48.731773376464844,52.81938171386719,69.19464111328125,42.861473083496094,90.3800277709961,70.77387237548828,89.18671417236328,37.09223,-0.36418262,36.556015,-0.2849094,False,
57,57.jpg,True,1.0,0,0,112,112,39.518394470214844,48.08043670654297,72.89364624023438,49.34282302856445,54.56203079223633,74.31951141357422,42.540550231933594,90.43414306640625,71.4411392211914,89.71296691894531,33.399117,2.166124,33.536972,1.6683828,False,
58,58.jpg,True,1.0,0,0,112,112,39.84870910644531,50.03501510620117,74.64818572998047,49.11496353149414,48.72640609741211,69.48646545410156,43.958919525146484,91.58587646484375,71.80392456054688,90.42772674560547,34.811634,-1.5144708,34.24016,-0.16179833,False,
59,59.jpg,True,1.0,0,0,112,112,38.46401596069336,49.86094284057617,74.45348358154297,49.690521240234375,57.818153381347656,72.8102035522461,42.241355895996094,91.13719940185547,71.9765625,90.37449645996094,35.989872,-0.27131176,36.50881,0.044067856,False,
60,60.jpg,True,1.0,0,0,112,112,37.74868392944336,47.947940826416016,72.8100814819336,48.82288360595703,56.22956466674805,67.94124603271484,43.05074691772461,90.55693817138672,68.60601043701172,90.08236694335938,35.07231,1.4294958,35.476437,1.4482319,False,
61,61.jpg,True,1.0,0,0,112,112,38.63861083984375,50.16590118408203,73.19017791748047,50.58232116699219,53.194068908691406,73.66270446777344,40.289615631103516,89.49388885498047,72.42372131347656,89.37934875488281,34.554077,0.69050276,34.882336,0.67657894,False,
62,62.jpg,True,1.0,0,0,112,112,40.21761703491211,47.4883918762207,74.21764373779297,49.08677291870117,53.248687744140625,73.2911605834961,43.89025115966797,89.71701049804688,68.75059509277344,90.64461517333984,34.03758,2.6915598,34.222015,0.44161338,False,
63,63.jpg,True,1.0,0,0,112,112,40.23800277709961,49.01048278808594,73.1468276977539,50.445796966552734,54.37451934814453,74.74083709716797,42.40488815307617,90.40507507324219,70.80397033691406,89.96358489990234,32.94011,2.4973652,33.804184,1.4180232,False,
64,64.jpg,True,1.0,0,0,112,112,39.96860885620117,49.67997360229492,73.85890197753906,48.91693878173828,49.93278121948242,70.25404357910156,45.834747314453125,91.0868911743164,69.2730712890625,90.43289947509766,33.898884,-1.2897878,35.115044,-1.1052525,False,
65,65.jpg,True,1.0,0,0,112,112,39.970672607421875,48.780696868896484,69.65033721923828,49.68168640136719,65.13719177246094,68.73219299316406,43.71677780151367,92.1231460571289,68.30424499511719,91.57405090332031,29.693336,1.7388015,30.207941,3.1051955,False,
66,66.jpg,True,1.0,0,0,112,112,39.0363655090332,49.608280181884766,73.28411865234375,49.74083709716797,53.804656982421875,70.6641616821289,43.12413024902344,91.93126678466797,70.95841979980469,90.14688873291016,34.24801,0.22176385,34.74961,1.5015267,False,
67,67.jpg,True,1.0,0,0,112,112,40.19034194946289,49.071861267089844,73.92330932617188,49.20363998413086,54.699501037597656,70.4648208618164,42.2270393371582,91.35233306884766,72.0020751953125,90.26905822753906,33.733223,0.2238263,32.65311,0.6205534,False,
68,68.jpg,True,1.0,0,0,112,112,39.66779327392578,47.99577713012695,73.04920959472656,48.765281677246094,52.993900299072266,72.73162841796875,42.95731735229492,89.67070007324219,70.3619613647461,89.75686645507812,33.390285,1.3205417,33.692375,0.4369174,False,
69,69.jpg,True,1.0,0,0,112,112,37.372371673583984,50.63416290283203,72.6554183959961,50.187259674072266,58.120357513427734,72.28495025634766,41.96851348876953,90.8177719116211,72.83048248291016,89.20773315429688,35.285877,-0.72568274,35.45824,1.8623182,False,
70,70.jpg,True,1.0,0,0,112,112,37.45893859863281,50.50422286987305,75.5011215209961,49.776424407958984,54.412879943847656,66.50234985351562,43.366275787353516,90.8262939453125,71.89124298095703,89.63785552978516,38.049145,-1.0960121,37.436604,0.36908808,False,
71,71.jpg,True,1.0,0,0,112,112,38.004268646240234,48.98411178588867,71.78137969970703,48.57247543334961,58.569889068603516,69.40408325195312,39.4235725402832,89.74687957763672,74.72359466552734,88.4809341430664,33.779617,-0.6982201,33.028996,1.7792547,False,
72,72.jpg,True,1.0,0,0,112,112,37.068878173828125,48.10081481933594,69.4321517944336,49.86618423461914,62.904212951660156,68.04991149902344,41.60966110229492,89.89531707763672,69.44628143310547,89.55226135253906,32.41139,3.1223066,32.51344,4.1970744,False,
73,73.jpg,True,1.0,0,0,112,112,39.176918029785156,49.762901306152344,73.14368438720703,50.998565673828125,53.09292984008789,75.03577423095703,42.970767974853516,89.36824035644531,71.71076202392578,89.43920135498047,33.989235,2.083423,35.04702,2.141237,False,
74,74.jpg,True,1.0,0,0,112,112,38.98087692260742,48.87934494018555,73.60182189941406,49.0340576171875,55.78947830200195,69.66507720947266,41.798824310302734,90.68351745605469,70.60179138183594,90.22431945800781,34.621292,0.25603935,34.026318,-0.33640397,False,
75,75.jpg,True,1.0,0,0,112,112,38.97587966918945,50.09257507324219,71.74160766601562,51.0612678527832,49.49312210083008,73.05399322509766,41.4666748046875,87.99031066894531,69.24864959716797,87.69942474365234,32.780045,1.693411,34.74342,1.8141346,False,
76,76.jpg,True,1.0,0,0,112,112,38.78244400024414,49.816497802734375,74.19743347167969,48.51641082763672,52.69239807128906,69.09928131103516,42.45718765258789,90.78350067138672,71.14563751220703,89.65950775146484,35.438843,-2.1023881,35.548904,-1.0263631,False,
77,77.jpg,True,1.0,0,0,112,112,39.97377395629883,50.08440399169922,73.4322280883789,50.61811447143555,53.0613899230957,72.55409240722656,39.17816162109375,88.20348358154297,76.4552993774414,88.06816864013672,33.46271,0.91387254,33.377514,1.3663018,False,
78,78.jpg,True,1.0,0,0,112,112,38.525386810302734,50.49484634399414,73.89317321777344,49.125518798828125,50.36051940917969,71.29521179199219,42.304115295410156,90.74708557128906,69.94107818603516,89.6924819946289,35.394283,-2.2172017,35.258358,-1.8170909,False,
79,79.jpg,True,1.0,0,0,112,112,40.04647445678711,53.13549041748047,73.392822265625,50.50068283081055,62.211299896240234,74.6881332397461,41.125694274902344,89.65071868896484,68.91093444824219,88.54680633544922,33.45028,-4.517747,35.37975,-6.2413764,False,
80,80.jpg,True,1.0,0,0,112,112,35.09584426879883,48.85786056518555,72.82569885253906,50.3288688659668,57.3643798828125,71.42875671386719,41.00968551635742,89.48246002197266,70.7209243774414,88.78759765625,37.75852,2.2327118,37.154293,2.991615,False,
81,81.jpg,True,1.0,0,0,112,112,40.45996856689453,48.92532730102539,73.73816680908203,49.39008712768555,51.0076904296875,70.1597900390625,44.85865783691406,90.64641571044922,70.35675048828125,90.93757629394531,33.28144,0.8001348,33.403584,0.523744,False,
82,82.jpg,True,1.0,0,0,112,112,36.405094146728516,50.93939208984375,75.73845672607422,49.486202239990234,53.46479034423828,66.6980972290039,41.18437957763672,91.07432556152344,70.73223114013672,90.23811340332031,39.3602,-2.1158574,38.305134,-1.709873,False,
83,83.jpg,True,1.0,0,0,112,112,35.532020568847656,49.203853607177734,72.9212875366211,48.87946319580078,57.98300552368164,68.0857162475586,42.90607833862305,91.57044982910156,69.5433578491211,91.63883209228516,37.390675,-0.49708742,36.64387,1.1424696,False,
84,84.jpg,True,1.0,0,0,112,112,39.231075286865234,52.6242790222168,75.14021301269531,50.88782501220703,48.9890251159668,68.38549041748047,39.85602951049805,89.01419830322266,72.44432067871094,88.98831176757812,35.9511,-2.7684886,36.036797,-2.9437075,False,
85,85.jpg,True,1.0,0,0,112,112,38.25247573852539,51.2490119934082,74.48535919189453,52.60166931152344,50.05088806152344,74.87696075439453,40.11743927001953,87.40914916992188,73.45465087890625,87.81568908691406,36.258125,2.137991,36.686874,1.6031337,False,
86,86.jpg,True,1.0,0,0,112,112,36.405094146728516,50.93939208984375,75.73845672607422,49.486202239990234,53.46479034423828,66.6980972290039,41.18437957763672,91.07432556152344,70.73223114013672,90.23811340332031,39.3602,-2.1158574,38.305134,-1.709873,True,
87,87.jpg,True,1.0,0,0,112,112,37.528202056884766,51.61874771118164,75.36412811279297,51.22612762451172,52.029964447021484,72.99320983886719,40.903709411621094,88.30553436279297,72.16584777832031,88.5653076171875,37.837963,-0.5945319,38.949856,-0.90821,False,
88,88.jpg,True,1.0,0,0,112,112,39.511295318603516,49.81447219848633,73.48653411865234,49.854244232177734,50.74686813354492,70.2704849243164,42.977413177490234,90.45674896240234,69.75077819824219,90.35509490966797,33.97526,0.067071445,34.57968,-1.1592609,False,
89,89.jpg,True,1.0,0,0,112,112,40.45996856689453,48.92532730102539,73.73816680908203,49.39008712768555,51.0076904296875,70.1597900390625,44.85865783691406,90.64641571044922,70.35675048828125,90.93757629394531,33.28144,0.8001348,33.403584,0.523744,True,
90,90.jpg,True,1.0,0,0,112,112,36.491573333740234,49.8572998046875,74.38428497314453,50.432823181152344,56.525577545166016,72.81295776367188,38.858726501464844,88.53816986083984,70.2612533569336,89.44231414794922,37.89708,0.87015474,37.822857,-0.48240957,False,
91,91.jpg,True,1.0,0,0,112,112,36.70720672607422,49.89862823486328,75.05367279052734,50.15399169921875,58.782440185546875,69.50930786132812,37.799747467041016,87.75469970703125,72.802490234375,88.25337982177734,38.347317,0.38154837,37.404743,-1.6909024,False,
92,92.jpg,True,1.0,0,0,112,112,38.93125915527344,49.541080474853516,71.71002197265625,48.47480773925781,52.760562896728516,70.96783447265625,40.57913589477539,89.79623413085938,69.4085922241211,89.39352416992188,32.7961,-1.8631389,33.118015,-1.8077223,False,
93,93.jpg,True,1.0,0,0,112,112,40.93934631347656,50.16554260253906,73.35606384277344,49.199405670166016,52.99758529663086,71.60246276855469,45.578704833984375,88.41759490966797,71.12199401855469,87.50249481201172,32.431114,-1.7071187,34.362625,0.4803181,False,
94,94.jpg,True,1.0,0,0,112,112,37.866424560546875,47.797080993652344,72.04920196533203,47.91692352294922,58.779449462890625,70.90767669677734,41.102115631103516,90.76564025878906,69.30890655517578,89.96771240234375,34.182987,0.20087433,33.109436,0.40910718,False,
95,95.jpg,True,1.0,0,0,112,112,41.022430419921875,50.875518798828125,72.27835845947266,47.52599334716797,51.2738037109375,66.1048355102539,43.38611602783203,93.0413589477539,69.78495788574219,90.10363006591797,31.43489,-6.116729,31.005152,-5.5757713,False,
96,96.jpg,True,1.0,0,0,112,112,38.95450973510742,49.29838943481445,73.55790710449219,48.891319274902344,51.65888214111328,66.91413116455078,40.21178436279297,91.22087860107422,67.3210678100586,90.44749450683594,34.605793,-0.6739895,34.255314,-2.3438349,False,
97,97.jpg,True,1.0,0,0,112,112,39.83022689819336,50.27142333984375,72.04647827148438,49.4193000793457,56.49593734741211,72.12789154052734,42.46297073364258,89.56268310546875,70.59632110595703,90.00470733642578,32.227516,-1.5151261,33.082188,-0.58154356,False,
98,98.jpg,True,1.0,0,0,112,112,42.78424835205078,46.87844467163086,72.35233306884766,46.51968002319336,46.96808624267578,68.01908874511719,44.016380310058594,88.29798889160156,67.61151885986328,87.84756469726562,29.570261,-0.69516474,30.170435,-1.9437497,False,
99,99.jpg,True,1.0,0,0,112,112,42.293121337890625,49.6263313293457,72.77735137939453,47.347740173339844,49.596519470214844,67.6476058959961,44.34132385253906,89.66826629638672,69.5301742553711,88.0838623046875,30.56927,-4.2747126,31.526152,-4.212116,False,
100,100.jpg,True,1.0,0,0,112,112,39.83022689819336,50.27142333984375,72.04647827148438,49.4193000793457,56.49593734741211,72.12789154052734,42.46297073364258,89.56268310546875,70.59632110595703,90.00470733642578,32.227516,-1.5151261,33.082188,-0.58154356,True,
101,101.jpg,True,1.0,0,0,112,112,39.06087112426758,49.210235595703125,74.73564910888672,48.50874328613281,52.965972900390625,71.16637420654297,42.75006866455078,91.64408874511719,70.700439453125,91.10716247558594,35.681675,-1.1264925,34.801132,-1.4620918,False,
102,102.jpg,True,1.0,0,0,112,112,35.43791961669922,51.74592971801758,75.28651428222656,50.660423278808594,56.83149337768555,64.64732360839844,40.41912078857422,91.28572082519531,72.08462524414062,90.46456909179688,39.863377,-1.5603952,38.393562,-0.45433968,False,
103,103.jpg,True,1.0,0,0,112,112,39.17864990234375,51.59095764160156,75.52898406982422,50.74247741699219,52.39113235473633,71.30370330810547,38.991661071777344,88.37960815429688,72.31232452392578,88.83869934082031,36.360237,-1.3371406,36.57392,-2.357848,False,
104,104.jpg,True,1.0,0,0,112,112,36.39169692993164,51.71551513671875,73.8091049194336,49.9504280090332,59.87245559692383,75.52613067626953,38.81664276123047,87.93106079101562,72.18368530273438,85.74252319335938,37.459015,-2.700805,37.20501,-1.3615701,False,
105,105.jpg,True,1.0,0,0,112,112,37.9924201965332,52.451168060302734,73.69091033935547,51.43936538696289,57.63511276245117,71.68256378173828,36.80085754394531,87.52716064453125,75.88089752197266,87.38768768310547,35.712826,-1.6235001,35.211315,-1.6716617,False,
106,106.jpg,True,1.0,0,0,112,112,37.13755798339844,52.071353912353516,75.67094421386719,51.5146484375,55.97711181640625,68.28260803222656,39.949607849121094,89.43172454833984,72.75733947753906,89.16246032714844,38.537407,-0.8277148,38.446312,-1.2363718,False,
