img_idx,img_name,face_detected,confidence,bbox_x,bbox_y,bbox_w,bbox_h,left_eye_x,left_eye_y,right_eye_x,right_eye_y,nose_x,nose_y,mouth_l_x,mouth_l_y,mouth_r_x,mouth_r_y,ipd_before,tilt_before,ipd_after,tilt_after,is_duplicate,error
10,10.jpg,True,1.0,0,0,112,112,38.249549865722656,51.150089263916016,71.05105590820312,52.2734375,54.734561920166016,69.0801010131836,41.30824661254883,91.41326904296875,65.68831634521484,92.5596694946289,32.820736,1.9614332,34.59967,0.20932683,True,
11,11.jpg,True,1.0,0,0,112,112,43.900970458984375,51.37073516845703,73.40716552734375,52.02140426635742,49.03886032104492,72.70011138916016,44.176246643066406,88.41705322265625,73.56617736816406,89.91288757324219,29.513369,1.2632787,31.135628,-0.1444888,False,
12,12.jpg,True,1.0,0,0,112,112,36.89336395263672,53.27365493774414,73.70503997802734,53.53980255126953,54.834251403808594,72.58341217041016,38.28324508666992,89.2840805053711,74.05844116210938,88.6422348022461,36.812637,0.41423997,37.427082,0.7519754,False,
13,13.jpg,True,1.0,0,0,112,112,37.09449005126953,52.58135223388672,74.75550079345703,53.64191436767578,52.0994987487793,73.68620300292969,37.5625,88.04924774169922,76.46295166015625,88.50880432128906,37.67594,1.6130654,36.99718,1.7666824,False,
14,14.jpg,True,1.0,0,0,112,112,35.9318962097168,53.92028045654297,74.3495864868164,52.48997116088867,57.49560546875,71.22208404541016,39.33476638793945,91.40538024902344,73.69770050048828,89.89306640625,38.444305,-2.132165,37.951984,-0.34333727,False,
15,15.jpg,True,1.0,0,0,112,112,37.09449005126953,52.58135223388672,74.75550079345703,53.64191436767578,52.0994987487793,73.68620300292969,37.5625,88.04924774169922,76.46295166015625,88.50880432128906,37.67594,1.6130654,36.99718,1.7666824,True,
16,16.jpg,True,1.0,0,0,112,112,39.804073333740234,50.86459732055664,74.88004302978516,53.788753509521484,50.578086853027344,75.218017578125,40.18770217895508,86.54826354980469,75.29999542236328,88.30091094970703,35.197647,4.7655215,35.996174,3.1180086,False,
17,17.jpg,True,1.0,0,0,112,112,39.311580657958984,52.77977752685547,74.51142120361328,53.5319938659668,51.756004333496094,71.95440673828125,40.8953857421875,89.54769134521484,74.7161636352539,89.78194427490234,35.20788,1.2242175,36.174145,1.2136185,False,
18,18.jpg,True,1.0,0,0,112,112,39.05033874511719,52.7448616027832,73.16885375976562,53.126678466796875,55.11430740356445,75.18731689453125,37.314640045166016,87.13569641113281,76.2917251586914,87.849365234375,34.12065,0.6411645,34.41151,0.6137101,False,
19,19.jpg,True,1.0,0,0,112,112,37.752079010009766,52.54447937011719,73.47599029541016,53.36314392089844,51.108821868896484,75.81497955322266,37.484310150146484,85.6600341796875,76.87406921386719,87.03423309326172,35.73329,1.3127849,35.427162,1.7974366,False,
20,20.jpg,True,1.0,0,0,112,112,36.57930374145508,49.215431213378906,71.56745147705078,47.70852279663086,57.3099479675293,72.25634765625,39.16154098510742,91.08368682861328,68.43788146972656,90.13479614257812,35.020584,-2.466154,34.170734,-2.1542547,False,
21,21.jpg,True,1.0,0,0,112,112,43.824981689453125,52.04554748535156,75.27278137207031,50.63947677612305,51.42496871948242,69.67181396484375,45.6215705871582,92.87803649902344,72.18790435791016,92.1069107055664,31.479218,-2.5600612,32.250023,-3.4142847,False,
22,22.jpg,True,1.0,0,0,112,112,43.824981689453125,52.04554748535156,75.27278137207031,50.63947677612305,51.42496871948242,69.67181396484375,45.6215705871582,92.87803649902344,72.18790435791016,92.1069107055664,31.479218,-2.5600612,32.250023,-3.4142847,True,
23,23.jpg,True,1.0,0,0,112,112,38.750919342041016,50.938961029052734,74.41756439208984,51.59822463989258,53.776363372802734,74.44147491455078,40.440765380859375,88.58599853515625,71.97308349609375,88.59968566894531,35.672737,1.0589367,36.700474,-0.008939057,False,
24,24.jpg,True,1.0,0,0,112,112,40.18296432495117,51.44602584838867,72.49020385742188,50.985843658447266,57.598663330078125,71.75643920898438,41.235721588134766,90.54722595214844,72.33235168457031,90.68798065185547,32.310516,-0.8160621,33.38367,-0.5732732,False,
25,25.jpg,True,1.0,0,0,112,112,40.711387634277344,51.78819274902344,71.69666290283203,48.90505599975586,58.69654846191406,72.83049011230469,41.836647033691406,91.47753143310547,72.60073852539062,90.15937805175781,31.119122,-5.3159857,31.421478,-3.1103334,False,
26,26.jpg,True,1.0,0,0,112,112,37.44701385498047,52.687347412109375,74.55156707763672,52.294105529785156,54.06993865966797,74.20521545410156,39.08331298828125,88.23017120361328,76.03150939941406,88.07415008544922,37.10664,-0.60721,37.114235,0.69979644,False,
27,27.jpg,True,1.0,0,0,112,112,39.662353515625,50.63053894042969,73.01217651367188,51.5667839050293,52.05541229248047,72.04107666015625,41.584659576416016,90.58586883544922,72.38870239257812,90.40139770507812,33.36296,1.6080683,34.300888,1.4671082,False,
28,28.jpg,True,1.0,0,0,112,112,39.662353515625,50.63053894042969,73.01217651367188,51.5667839050293,52.05541229248047,72.04107666015625,41.584659576416016,90.58586883544922,72.38870239257812,90.40139770507812,33.36296,1.6080683,34.300888,1.4671082,True,
29,29.jpg,True,1.0,0,0,112,112,37.45735549926758,49.77767562866211,73.69560241699219,51.54476547241211,51.325950622558594,75.09909057617188,41.73308563232422,87.58509063720703,74.29338836669922,88.8003921508789,36.281307,2.7917092,36.35301,3.085428,False,
30,30.jpg,True,1.0,0,0,112,112,38.4988899230957,50.887691497802734,72.88710021972656,50.05461120605469,54.82598114013672,72.91461944580078,41.573123931884766,90.34227752685547,69.82360076904297,89.82792663574219,34.398296,-1.387762,35.11382,-1.5458808,False,
31,31.jpg,True,1.0,0,0,112,112,39.181297302246094,50.39438247680664,73.68657684326172,51.389617919921875,52.995628356933594,76.14129638671875,39.998016357421875,86.93710327148438,75.01419830322266,88.0302505493164,34.519627,1.6521236,34.224392,1.2481984,False,
32,32.jpg,True,1.0,0,0,112,112,37.676368713378906,52.698463439941406,72.07115936279297,52.54230499267578,56.47657775878906,75.86965942382812,37.2268180847168,89.53484344482422,73.77963256835938,89.01234436035156,34.395145,-0.26013118,34.318703,0.1014091,False,
33,33.jpg,True,1.0,0,0,112,112,37.98890686035156,51.542701721191406,71.87471008300781,50.969242095947266,58.90813064575195,74.12789154052734,38.10967254638672,90.30529022216797,72.94656372070312,89.9984359741211,33.890656,-0.969541,33.48431,-1.8419429,False,
34,34.jpg,True,1.0,0,0,112,112,38.02284240722656,52.79055404663086,74.88629913330078,52.90133285522461,53.57149887084961,72.9831771850586,41.67970275878906,89.54594421386719,70.92204284667969,89.67107391357422,36.863625,0.1721797,38.411335,-0.28019518,False,
35,35.jpg,True,1.0,0,0,112,112,37.4864616394043,52.59816360473633,72.93347930908203,53.4864616394043,57.65708923339844,73.12153625488281,38.519447326660156,89.56163787841797,73.0621109008789,89.63185119628906,35.458145,1.435525,36.291332,1.1197039,False,
36,36.jpg,True,1.0,0,0,112,112,38.192081451416016,49.907474517822266,71.59335327148438,48.8369140625,57.15169906616211,72.70606994628906,41.209163665771484,90.9637680053711,69.91110229492188,91.02784729003906,33.418423,-1.8357863,33.196438,-1.3759227,False,
37,37.jpg,True,1.0,0,0,112,112,38.089881896972656,50.03528594970703,72.31433868408203,49.42058181762695,57.2528190612793,75.44609832763672,41.689884185791016,91.09220886230469,69.33155822753906,90.92069244384766,34.229977,-1.0289766,34.25865,-1.0498933,False,
38,38.jpg,True,1.0,0,0,112,112,38.089881896972656,50.03528594970703,72.31433868408203,49.42058181762695,57.2528190612793,75.44609832763672,41.689884185791016,91.09220886230469,69.33155822753906,90.92069244384766,34.229977,-1.0289766,34.25865,-1.0498933,True,
39,39.jpg,True,1.0,0,0,112,112,44.41277313232422,50.92093276977539,73.21282196044922,51.86663818359375,49.8189582824707,71.37017059326172,45.04964065551758,89.90120697021484,68.66864776611328,91.59848022460938,28.81557,1.880742,30.864231,-1.1956407,False,
40,40.jpg,True,1.0,0,0,112,112,38.60232162475586,51.87786865234375,74.29336547851562,53.0787239074707,52.28890609741211,71.46591186523438,42.51593017578125,89.43235778808594,71.07064819335938,89.62008666992188,35.71124,1.9270377,37.425003,1.6891103,False,
41,41.jpg,True,1.0,0,0,112,112,39.298099517822266,52.93331527709961,74.35877227783203,53.49580001831055,55.66110610961914,71.39884185791016,42.586334228515625,91.40943145751953,70.7995376586914,91.78924560546875,35.065186,0.9191277,35.74499,1.2693709,False,
42,42.jpg,True,1.0,0,0,112,112,39.298099517822266,52.93331527709961,74.35877227783203,53.49580001831055,55.66110610961914,71.39884185791016,42.586334228515625,91.40943145751953,70.7995376586914,91.78924560546875,35.065186,0.9191277,35.74499,1.2693709,True,
43,43.jpg,True,1.0,0,0,112,112,37.60435104370117,50.64976501464844,74.38314056396484,51.43561935424805,53.97871398925781,70.50601959228516,41.068748474121094,91.71870422363281,71.01571655273438,91.24285125732422,36.78718,1.2240556,36.654037,0.6326814,False,
44,44.jpg,True,1.0,0,0,112,112,37.529212951660156,54.52888488769531,72.46954345703125,54.092369079589844,56.245384216308594,73.3156967163086,37.2522087097168,89.85767364501953,75.1256103515625,89.24227905273438,34.943058,-0.7157692,35.34638,0.16591102,False,
45,45.jpg,True,1.0,0,0,112,112,37.40562438964844,52.2562370300293,71.50830841064453,52.612998962402344,55.32240295410156,80.92168426513672,38.0899772644043,87.84394073486328,73.20516204833984,88.2123794555664,34.10455,0.5993724,34.224533,1.1767088,False,
46,46.jpg,True,1.0,0,0,112,112,46.83546829223633,49.34811782836914,71.15858459472656,51.1974983215332,47.568214416503906,68.9795913696289,47.61046600341797,89.31269073486328,69.43062591552734,91.18671417236328,24.393324,4.3480535,25.642042,2.3149269,False,
47,47.jpg,True,1.0,0,0,112,112,35.537254333496094,53.067378997802734,66.65518188476562,52.90728759765625,61.55828857421875,72.1007308959961,39.08163070678711,91.75369262695312,67.85711669921875,92.44830322265625,31.11834,-0.29476514,32.05327,1.5106158,False,
48,48.jpg,True,1.0,0,0,112,112,35.198509216308594,53.901485443115234,72.36431884765625,53.150604248046875,55.09846496582031,63.293113708496094,41.45376205444336,93.12274932861328,68.80553436279297,92.19474792480469,37.173393,-1.1574204,36.931755,0.8656921,False,
49,49.jpg,True,1.0,0,0,112,112,44.43651580810547,49.84004592895508,70.27465057373047,51.124961853027344,46.85799026489258,73.05521392822266,48.022499084472656,89.9716796875,69.30622863769531,91.46001434326172,25.870064,2.8469415,27.471313,2.9882622,False,
50,50.jpg,True,1.0,0,0,112,112,36.84356689453125,51.66830062866211,73.7515869140625,50.490089416503906,55.68611526489258,70.69416046142578,40.43574523925781,92.02661895751953,70.54607391357422,92.24386596679688,36.92682,-1.8284266,36.14462,-1.6489145,False,
51,51.jpg,True,1.0,0,0,112,112,38.206748962402344,51.76705551147461,70.55776977539062,48.29201889038086,59.64760208129883,72.21822357177734,39.93558120727539,91.68342590332031,68.83926391601562,89.96155548095703,32.537125,-6.131009,33.04394,-4.4487343,False,
52,52.jpg,True,1.0,0,0,112,112,36.83806610107422,51.863861083984375,71.32284545898438,50.704612731933594,56.960479736328125,69.75830841064453,40.05827713012695,92.5719985961914,70.44947814941406,92.55619812011719,34.504257,-1.9253432,34.148838,-0.59847975,False,
53,53.jpg,True,1.0,0,0,112,112,36.421630859375,52.90713119506836,72.61164093017578,51.038063049316406,58.846561431884766,71.71365356445312,37.117618560791016,92.7541275024414,72.4797592163086,92.10707092285156,36.238243,-2.9564693,34.583282,-1.8110675,False,
54,54.jpg,True,1.0,0,0,112,112,38.206748962402344,51.76705551147461,70.55776977539062,48.29201889038086,59.64760208129883,72.21822357177734,39.93558120727539,91.68342590332031,68.83926391601562,89.96155548095703,32.537125,-6.131009,33.04394,-4.4487343,True,
55,55.jpg,True,1.0,0,0,112,112,36.421630859375,52.90713119506836,72.61164093017578,51.038063049316406,58.846561431884766,71.71365356445312,37.117618560791016,92.7541275024414,72.4797592163086,92.10707092285156,36.238243,-2.9564693,34.583282,-1.8110675,True,
56,56.jpg,True,1.0,0,0,112,112,38.052886962890625,52.24147033691406,72.97208404541016,50.121028900146484,55.41021728515625,69.7383804321289,42.12913513183594,91.93699645996094,70.63324737548828,91.5936050415039,34.983517,-3.474975,35.364998,-2.1720343,False,
57,57.jpg,True,1.0,0,0,112,112,36.421630859375,52.90713119506836,72.61164093017578,51.038063049316406,58.846561431884766,71.71365356445312,37.117618560791016,92.7541275024414,72.4797592163086,92.10707092285156,36.238243,-2.9564693,34.583282,-1.8110675,True,
58,58.jpg,True,1.0,0,0,112,112,40.904476165771484,52.6746940612793,74.43111419677734,51.44355773925781,48.92132568359375,69.03572082519531,41.57918930053711,92.40876770019531,68.13346862792969,91.91333770751953,33.549236,-2.1030214,33.644802,-3.7824578,False,
59,59.jpg,True,1.0,0,0,112,112,40.25532913208008,49.09239196777344,75.25208282470703,49.00445556640625,52.9692268371582,73.9077377319336,45.12234878540039,88.9743423461914,73.77224731445312,88.74533081054688,34.996864,-0.1439669,34.90193,1.1891254,False,
60,60.jpg,True,1.0,0,0,112,112,39.301910400390625,51.46588897705078,73.82039642333984,52.200923919677734,49.94048309326172,73.75269317626953,44.27202224731445,89.11609649658203,72.60688018798828,90.67520904541016,34.52631,1.219869,35.547237,1.7961798,False,
61,61.jpg,True,1.0,0,0,112,112,35.55668640136719,52.03349304199219,73.30873107910156,52.13813781738281,56.90694808959961,69.3493423461914,39.9937744140625,90.68152618408203,72.13275146484375,90.6573486328125,37.75219,0.15881757,37.201622,1.1166008,False,
62,62.jpg,True,1.0,0,0,112,112,38.6554069519043,50.77896499633789,73.53971099853516,51.401710510253906,54.41543197631836,75.47708129882812,39.5427360534668,88.39655303955078,73.1236343383789,90.36200714111328,34.889862,1.0227207,35.326496,0.008760832,False,
63,63.jpg,True,1.0,0,0,112,112,35.55668640136719,52.03349304199219,73.30873107910156,52.13813781738281,56.90694808959961,69.3493423461914,39.9937744140625,90.68152618408203,72.13275146484375,90.6573486328125,37.75219,0.15881757,37.201622,1.1166008,True,
64,64.jpg,True,1.0,0,0,112,112,38.6554069519043,50.77896499633789,73.53971099853516,51.401710510253906,54.41543197631836,75.47708129882812,39.5427360534668,88.39655303955078,73.1236343383789,90.36200714111328,34.889862,1.0227207,35.326496,0.008760832,True,
65,65.jpg,True,1.0,0,0,112,112,34.7778205871582,51.40765380859375,75.3497314453125,53.39217758178711,55.85521697998047,70.20752716064453,36.941383361816406,88.58905792236328,72.59268188476562,91.31446075439453,40.62042,2.8003187,38.680206,0.47789866,False,
66,66.jpg,True,1.0,0,0,112,112,36.948516845703125,53.79347610473633,73.66871643066406,54.08274841308594,55.07212829589844,73.46900939941406,36.18119430541992,89.53350830078125,74.37747955322266,89.5393295288086,36.721336,0.45135212,36.476852,-0.13158847,False,
67,67.jpg,True,1.0,0,0,112,112,37.779998779296875,53.978450775146484,73.47090911865234,54.40076446533203,56.98185729980469,71.32725524902344,36.58358383178711,90.07379150390625,73.48380279541016,90.11222076416016,35.69341,0.67792225,35.92282,-0.29024777,False,
68,68.jpg,True,1.0,0,0,112,112,36.12160110473633,53.7743034362793,71.40290069580078,53.48451232910156,58.72869110107422,69.60595703125,39.224639892578125,90.52980041503906,72.70989227294922,90.54981994628906,35.28249,-0.4706015,36.015366,1.3036608,False,
69,69.jpg,True,1.0,0,0,112,112,36.55226516723633,53.43595504760742,72.9371109008789,53.48356628417969,59.25971221923828,71.83419799804688,36.62333297729492,89.76913452148438,73.49068450927734,90.3882827758789,36.38488,0.074974105,36.20414,-0.20026128,False,
70,70.jpg,True,1.0,0,0,112,112,36.55226516723633,53.43595504760742,72.9371109008789,53.48356628417969,59.25971221923828,71.83419799804688,36.62333297729492,89.76913452148438,73.49068450927734,90.3882827758789,36.38488,0.074974105,36.20414,-0.20026128,True,
71,71.jpg,True,1.0,0,0,112,112,38.81211853027344,53.296939849853516,75.89848327636719,52.483619689941406,51.904296875,69.81623840332031,40.40598678588867,91.09602355957031,75.35523223876953,89.74068450927734,37.095284,-1.25632,36.5287,-0.5655248,False,
72,72.jpg,True,1.0,0,0,112,112,36.57790756225586,53.73748016357422,74.46968078613281,53.73468780517578,52.96023178100586,68.35066223144531,38.04546356201172,88.37428283691406,72.92198181152344,88.33126831054688,37.891773,-0.0042222976,38.604202,-0.21092205,False,
73,73.jpg,True,1.0,0,0,112,112,35.49993133544922,53.01262283325195,73.45494842529297,53.677001953125,57.279151916503906,65.3971939086914,41.7252082824707,90.98587799072266,70.68091583251953,90.8160400390625,37.96083,1.0028248,38.608517,1.3572301,False,
74,74.jpg,True,1.0,0,0,112,112,34.84493637084961,51.129737854003906,68.39266967773438,52.429466247558594,61.9164924621582,71.32575988769531,38.69231414794922,91.72401428222656,68.15313720703125,91.31317901611328,33.572903,2.218681,33.514862,2.805534,False,
75,75.jpg,True,1.0,0,0,112,112,41.34906768798828,50.602684020996094,74.4202651977539,50.22887420654297,52.451961517333984,69.9680404663086,44.36271286010742,89.28649139404297,68.77839660644531,89.1832504272461,33.07331,-0.6475971,35.72649,-2.1471384,False,
76,76.jpg,True,1.0,0,0,112,112,39.031005859375,51.573665618896484,72.91563415527344,51.29841995239258,52.79509353637695,70.49445343017578,41.8194580078125,92.39168548583984,70.66925811767578,91.4856185913086,33.885746,-0.46540475,34.09135,0.12815334,False,
77,77.jpg,True,1.0,0,0,112,112,40.227603912353516,49.71302795410156,70.69202423095703,50.68354415893555,50.52146530151367,70.22008514404297,42.74858093261719,91.71372985839844,68.89081573486328,91.8698959350586,30.479876,1.8246753,31.33866,1.6177984,False,
78,78.jpg,True,1.0,0,0,112,112,39.31181335449219,53.897483825683594,73.42533111572266,51.834068298339844,54.2359504699707,71.97501373291016,41.71339797973633,91.71320343017578,73.05956268310547,90.07147979736328,34.175865,-3.4614177,35.252235,-1.2224969,False,
79,79.jpg,True,1.0,0,0,112,112,38.463409423828125,53.12523651123047,73.15397644042969,52.44119644165039,53.607364654541016,75.52610778808594,39.4761848449707,87.4068603515625,73.8605728149414,87.0096206665039,34.69731,-1.1296306,36.026653,-0.20217611,False,
80,80.jpg,True,1.0,0,0,112,112,37.50226593017578,51.70594787597656,72.96715545654297,51.1484489440918,54.23442077636719,69.82147979736328,42.39749526977539,90.81973266601562,69.39588165283203,91.99671173095703,35.469273,-0.9006006,36.068233,-0.40060407,False,
81,81.jpg,True,1.0,0,0,112,112,36.46260452270508,54.98762130737305,73.93606567382812,53.97719955444336,55.55026626586914,68.4531478881836,39.27410888671875,90.64846801757812,73.30152130126953,89.27288818359375,37.48708,-1.5445297,37.874973,-0.21081081,False,
82,82.jpg,True,1.0,0,0,112,112,37.50226593017578,51.70594787597656,72.96715545654297,51.1484489440918,54.23442077636719,69.82147979736328,42.39749526977539,90.81973266601562,69.39588165283203,91.99671173095703,35.469273,-0.9006006,36.068233,-0.40060407,True,
83,83.jpg,True,1.0,0,0,112,112,41.47049331665039,51.576271057128906,75.99372100830078,50.44371795654297,51.841148376464844,71.32041931152344,42.70486068725586,91.51095581054688,73.30320739746094,90.44384765625,34.5418,-1.878945,34.55801,-1.8763739,False,
84,84.jpg,True,1.0,0,0,112,112,37.2934684753418,54.16580581665039,72.65859985351562,54.42007064819336,54.39431381225586,76.00141906738281,36.139869689941406,87.98213195800781,74.5918960571289,88.53691101074219,35.366047,0.4119326,35.803635,-0.22779287,False,
85,85.jpg,True,1.0,0,0,112,112,36.04622268676758,53.154930114746094,70.89876556396484,51.71709060668945,59.42423629760742,77.06975555419922,35.214656829833984,88.54579162597656,70.19738006591797,87.35078430175781,34.882187,-2.362394,35.1221,-2.732157,False,
86,86.jpg,True,1.0,0,0,112,112,37.954498291015625,52.46745681762695,74.12894439697266,52.18803787231445,56.486793518066406,66.70379638671875,40.54012680053711,91.76798248291016,73.22743225097656,91.53736877441406,36.175526,-0.44255567,35.870163,0.101946294,False,
87,87.jpg,True,1.0,0,0,112,112,38.02200698852539,52.53254699707031,71.90229034423828,52.123497009277344,59.59387969970703,69.22795867919922,40.438114166259766,91.6259765625,71.78343963623047,90.99755096435547,33.882755,-0.69172084,34.465603,0.3138142,False,
88,88.jpg,True,1.0,0,0,112,112,36.95924758911133,52.09926986694336,74.84455108642578,51.26804733276367,52.31625747680664,74.08675384521484,39.27486038208008,88.50885772705078,73.35697937011719,88.90091705322266,37.89442,-1.2568964,37.95839,-0.840716,False,
89,89.jpg,True,1.0,0,0,112,112,35.40593719482422,54.21430206298828,73.21210479736328,52.208255767822266,61.628929138183594,75.57976531982422,39.618961334228516,90.83394622802734,72.14430236816406,88.98686981201172,37.859352,-3.037343,37.809967,-1.1983345,False,
90,90.jpg,True,1.0,0,0,112,112,41.11849594116211,52.70901870727539,75.3628921508789,52.960487365722656,51.17988204956055,73.39878845214844,43.00621795654297,89.0477523803711,72.44032287597656,89.6314697265625,34.24532,0.4207355,35.941933,-0.86670357,False,
91,91.jpg,True,1.0,0,0,112,112,36.297611236572266,53.72740936279297,72.150634765625,51.82866287231445,61.26088333129883,73.49345397949219,39.592529296875,91.34282684326172,70.99027252197266,89.65347290039062,35.903267,-3.031505,36.00434,-1.1147928,False,
92,92.jpg,True,1.0,0,0,112,112,40.09381866455078,51.40193557739258,75.62516021728516,52.65986633300781,50.87210464477539,72.57511138916016,39.83798599243164,89.15838623046875,73.91307067871094,90.04409790039062,35.5536,2.0276191,35.589,0.52624494,False,
93,93.jpg,True,1.0,0,0,112,112,35.4964599609375,50.697975158691406,70.82703399658203,50.30866241455078,60.97633743286133,70.91015625,42.223201751708984,93.08977508544922,67.97208404541016,92.36830139160156,35.33272,-0.63132495,34.78915,1.2601446,False,
94,94.jpg,True,1.0,0,0,112,112,38.026363372802734,54.2413215637207,73.99748992919922,54.01642608642578,56.66733169555664,68.8913803100586,38.92441940307617,92.61875915527344,72.79427337646484,92.5577621459961,35.97183,-0.35821488,35.473267,-1.6226262,False,
95,95.jpg,True,1.0,0,0,112,112,37.58314895629883,50.80466842651367,73.80773162841797,52.474735260009766,52.41436004638672,71.1794662475586,39.933258056640625,89.14942932128906,71.83644104003906,89.47766876220703,36.263058,2.6396458,36.68964,2.3566496,False,
96,96.jpg,True,1.0,0,0,112,112,37.87298583984375,51.71928024291992,73.37079620361328,50.680912017822266,54.4748649597168,66.13375091552734,42.130496978759766,93.00514221191406,69.14434814453125,92.21060180664062,35.512993,-1.6755161,35.160072,-1.1073312,False,
97,97.jpg,True,1.0,0,0,112,112,37.59891891479492,52.00326156616211,71.68318939208984,50.15775680541992,59.97916030883789,72.16275024414062,39.30680465698242,91.121826171875,70.2326889038086,90.22049713134766,34.134197,-3.0992734,34.181778,-2.4602377,False,
98,98.jpg,True,1.0,0,0,112,112,37.87298583984375,51.71928024291992,73.37079620361328,50.680912017822266,54.4748649597168,66.13375091552734,42.130496978759766,93.00514221191406,69.14434814453125,92.21060180664062,35.512993,-1.6755161,35.160072,-1.1073312,True,
99,99.jpg,True,1.0,0,0,112,112,38.19898986816406,51.22371292114258,73.43586730957031,52.096954345703125,52.5552978515625,70.96761322021484,41.5364875793457,89.29917907714844,72.6250228881836,89.82257843017578,35.247696,1.4196151,36.119366,1.5581137,False,
100,100.jpg,True,1.0,0,0,112,112,38.03131103515625,54.63102340698242,69.90567016601562,52.260128021240234,65.05459594726562,74.54095458984375,36.769981384277344,90.0890121459961,67.5210189819336,88.71533203125,31.962414,-4.253971,32.329918,-5.3397713,False,
101,101.jpg,True,1.0,0,0,112,112,39.821380615234375,54.67131042480469,75.06370544433594,51.15367889404297,50.61367416381836,67.72709655761719,42.49209213256836,92.59904479980469,69.98697662353516,91.96969604492188,35.417442,-5.6999674,35.976997,-5.4034233,False,
102,102.jpg,True,1.0,0,0,112,112,36.08964538574219,52.55421829223633,72.30963897705078,52.883880615234375,57.56956481933594,72.99165344238281,38.56751251220703,89.83189392089844,71.04915618896484,89.25692749023438,36.221493,0.5214727,36.963665,0.52918524,False,
103,103.jpg,True,1.0,0,0,112,112,38.39495086669922,54.32567596435547,74.09140014648438,53.113948822021484,50.96914291381836,74.46517181396484,40.50439453125,88.90052795410156,73.5638427734375,87.65373992919922,35.71701,-1.9441766,37.33463,-0.788492,False,
104,104.jpg,True,1.0,0,0,112,112,36.02851486206055,53.36045455932617,70.66089630126953,51.8294563293457,61.61122512817383,74.66688537597656,35.119842529296875,88.84732055664062,72.23957824707031,87.75112915039062,34.666206,-2.5312338,33.96775,-1.3283962,False,
105,105.jpg,True,1.0,0,0,112,112,38.39495086669922,54.32567596435547,74.09140014648438,53.113948822021484,50.96914291381836,74.46517181396484,40.50439453125,88.90052795410156,73.5638427734375,87.65373992919922,35.71701,-1.9441766,37.33463,-0.788492,True,
106,106.jpg,True,1.0,0,0,112,112,38.39495086669922,54.32567596435547,74.09140014648438,53.113948822021484,50.96914291381836,74.46517181396484,40.50439453125,88.90052795410156,73.5638427734375,87.65373992919922,35.71701,-1.9441766,37.33463,-0.788492,True,
